id,nombre,edad,ciudad,departamento,salario,fecha_alta,remoto,seniority,puntuacion
2291,Sergio,36,Gijón,Finanzas,5852,2022-03-27,False,Senior,6.28
2292,Marta,28,Valencia,Operaciones,3021,2021-10-27,True,SemiSenior,1.94
2293,Paula,20,Alicante,Ventas,4247,2021-05-01,True,SemiSenior,9.94
2294,Noelia,19,Valladolid,Marketing,4487,2024-03-30,False,Senior,2.04
2295,Pablo,22,Gijón,Marketing,1824,2024-01-18,False,SemiSenior,0.1
2296,Irene,47,Barcelona,Atención Cliente,2389,2024-07-16,False,Senior,9.44
2297,Ana,51,Pamplona,Marketing,3195,2020-12-12,False,Junior,4.29
2298,Ricardo,36,Zaragoza,Operaciones,3409,2022-10-13,False,Junior,3.99
2299,Jorge,21,Bilbao,Marketing,1263,2021-04-04,False,Junior,2.76
2300,Patricia,35,Sevilla,Finanzas,4295,2025-01-22,False,SemiSenior,0.26
2301,María,60,Pamplona,Ventas,2643,2021-07-07,False,Senior,2.65
2302,Adrián,28,Santander,Finanzas,2747,2020-10-24,False,SemiSenior,3.93
2303,Jorge,39,Barcelona,IT,4095,2023-03-25,False,SemiSenior,5.2
2304,Carmen,41,Zaragoza,Operaciones,5755,2024-12-24,False,Junior,4.58
2305,Carlos,32,Alicante,IT,5352,2025-03-10,False,Senior,8.79
2306,Sergio,36,Valladolid,Logística,5903,2020-07-17,False,SemiSenior,9.11
2307,Raúl,38,Sevilla,Atención Cliente,3185,2021-11-05,True,Junior,3.17
2308,Hugo,38,Málaga,Finanzas,1774,2020-11-13,False,Senior,9.6
2309,María,48,Málaga,Logística,2236,2021-09-29,True,SemiSenior,8.65
2310,Diego,42,Bilbao,Atención Cliente,2850,2023-01-10,True,Junior,9.28
2311,Pablo,20,Pamplona,Ventas,2641,2021-08-03,True,Junior,7.06
2312,Pablo,18,Valencia,Operaciones,2198,2020-05-19,False,Junior,1.98
2313,Sofía,35,Granada,RRHH,1924,2022-11-21,False,Senior,1.95
2314,Raúl,57,Santander,Atención Cliente,2096,2020-04-19,True,SemiSenior,9.09
2315,Carmen,19,Alicante,Atención Cliente,4360,2021-04-14,True,Senior,5.07
2316,Laura,21,Alicante,Logística,3557,2020-01-02,True,Junior,8.9
2317,Laura,47,Sevilla,RRHH,1380,2020-06-28,True,SemiSenior,7.21
2318,Pedro,37,Barcelona,Ventas,3906,2022-06-22,True,SemiSenior,2.13
2319,Hugo,27,Alicante,Ventas,5244,2024-10-26,False,SemiSenior,3.85
2320,Sofía,26,Alicante,Ventas,3243,2024-05-22,True,SemiSenior,9.68
2321,Andrés,46,Alicante,Logística,2729,2020-07-23,True,SemiSenior,0.2
2322,Patricia,40,Zaragoza,Finanzas,2508,2020-03-13,True,SemiSenior,7.15
2323,Alberto,45,Murcia,Marketing,3021,2021-11-30,False,Senior,9.79
2324,Raúl,30,Madrid,RRHH,2537,2023-09-12,False,Junior,1.04
2325,Pablo,40,Bilbao,Ventas,5637,2024-03-25,True,SemiSenior,2.72
2326,Raúl,54,Murcia,Finanzas,5963,2024-08-30,True,SemiSenior,5.47
2327,Laura,31,Barcelona,RRHH,2848,2021-12-09,False,Junior,8.44
2328,Carlos,35,Barcelona,Atención Cliente,5634,2020-12-13,True,Junior,5.07
2329,Jorge,25,Madrid,IT,5298,2020-02-24,False,Senior,0.6
2330,Natalia,45,Valencia,Logística,1564,2020-10-31,False,Junior,1.27
2331,Laura,19,Pamplona,IT,3556,2020-05-14,False,Junior,3.76
2332,Sergio,28,Granada,RRHH,4352,2024-11-16,False,SemiSenior,3.23
2333,Raúl,48,Pamplona,Marketing,3226,2021-07-09,True,Junior,2.2
2334,Marta,18,Valencia,Operaciones,3393,2024-08-30,True,Junior,8.4
2335,Isabel,60,Valladolid,Operaciones,3572,2023-02-19,True,Junior,0.27
2336,María,35,Santander,Ventas,4506,2023-01-20,True,Junior,8.29
2337,Hugo,35,Málaga,RRHH,2610,2022-07-30,True,SemiSenior,9.22
2338,Miguel,41,A Coruña,Finanzas,4066,2024-08-22,False,Senior,6.3
2339,Raúl,45,Granada,RRHH,2369,2020-03-30,False,Junior,6.25
2340,Natalia,37,Gijón,IT,5469,2020-07-11,True,SemiSenior,1.49
2341,Andrés,56,Pamplona,Ventas,1606,2022-05-26,False,SemiSenior,5.68
2342,Isabel,59,A Coruña,Finanzas,1521,2022-03-27,True,Junior,3.75
2343,Miguel,26,Valladolid,Marketing,1381,2023-02-03,True,SemiSenior,2.29
2344,Diego,48,Santander,Finanzas,2878,2024-03-07,True,Junior,5.83
2345,Elena,30,Granada,Ventas,4110,2023-05-01,False,Junior,0.01
2346,Raúl,60,Málaga,Operaciones,5931,2021-06-16,False,Junior,2.76
2347,Natalia,28,A Coruña,Ventas,3382,2021-11-08,False,Junior,6.56
2348,Natalia,30,Valladolid,Operaciones,2075,2024-04-06,True,Senior,4.55
2349,Andrés,48,Valencia,Atención Cliente,2967,2021-02-21,True,Senior,1.46
2350,Miguel,51,Murcia,Marketing,1811,2022-11-09,False,Senior,0.01
2351,Sofía,23,A Coruña,Ventas,3466,2023-01-20,True,Junior,2.7
2352,Fernando,41,Santander,IT,4699,2024-04-02,True,SemiSenior,5.49
2353,Pedro,32,Valladolid,Marketing,1370,2024-01-18,True,SemiSenior,5.35
2354,Natalia,44,Sevilla,IT,4932,2022-08-19,True,Junior,1.31
2355,Irene,41,Pamplona,Logística,2297,2021-10-01,False,Senior,6.14
2356,Sergio,60,Valladolid,Logística,4427,2022-01-31,True,SemiSenior,9.99
2357,Alberto,58,Bilbao,Logística,5115,2022-05-01,False,Junior,5.85
2358,Hugo,46,Alicante,Logística,4926,2021-03-29,False,Senior,5.28
2359,Luis,47,Málaga,Finanzas,4416,2023-07-18,True,Junior,6.23
2360,Paula,56,Málaga,Marketing,4530,2021-03-07,True,SemiSenior,8.8
2361,Ricardo,25,Gijón,RRHH,2100,2023-09-04,False,Junior,9.46
2362,Sergio,49,Santander,Marketing,1851,2024-04-04,False,Junior,0.41
2363,Miguel,51,Murcia,Atención Cliente,3030,2025-06-14,False,Senior,2.05
2364,Patricia,23,Málaga,RRHH,4120,2020-09-03,True,SemiSenior,1.16
2365,Elena,55,Gijón,RRHH,4167,2024-04-21,False,Junior,7.72
2366,Lucía,48,Sevilla,Operaciones,4929,2020-06-26,False,SemiSenior,0.46
2367,María,32,Alicante,Marketing,2681,2021-11-29,True,Senior,9.03
2368,Miguel,38,Valladolid,Marketing,5355,2020-12-30,False,Senior,0.21
2369,Ricardo,39,Gijón,Ventas,3356,2020-12-01,False,Senior,6.03
2370,Elena,57,Zaragoza,IT,2382,2020-12-28,False,Senior,2.76
2371,Irene,59,Gijón,IT,4730,2020-03-31,True,SemiSenior,4.71
2372,Hugo,52,Madrid,RRHH,1811,2024-08-30,True,Junior,4.42
2373,Paula,46,Alicante,Logística,3145,2020-05-06,True,Senior,7.49
2374,Carlos,22,Barcelona,Marketing,4950,2022-04-04,False,Junior,4.97
2375,Hugo,57,A Coruña,Operaciones,4902,2023-12-18,True,Junior,4.21
2376,Alberto,23,Sevilla,Marketing,2431,2025-08-12,True,SemiSenior,7.3
2377,Jorge,25,Pamplona,Marketing,1999,2024-11-02,False,Junior,9.26
2378,Carlos,20,Alicante,Ventas,1353,2020-10-11,True,SemiSenior,7.94
2379,Natalia,58,Barcelona,Finanzas,1629,2025-08-06,False,Senior,7.37
2380,Fernando,39,Santander,Operaciones,5161,2023-09-14,True,SemiSenior,4.88
2381,Lucía,28,Valencia,Marketing,4962,2021-01-06,False,SemiSenior,9.0
2382,Nuria,21,Valladolid,Finanzas,3629,2022-07-17,True,SemiSenior,4.86
2383,Raúl,35,Barcelona,RRHH,3937,2025-03-15,False,SemiSenior,9.3
2384,Raúl,49,Barcelona,Marketing,2768,2022-03-24,False,Junior,8.03
2385,Luis,60,Valencia,Operaciones,2122,2021-01-15,True,Junior,1.5
2386,Marta,41,Valladolid,Finanzas,1254,2024-12-16,True,SemiSenior,0.47
2387,Carlos,44,Valladolid,IT,4425,2025-05-26,True,SemiSenior,7.41
2388,Adrián,53,Gijón,RRHH,1369,2025-07-12,False,SemiSenior,6.86
2389,Natalia,56,Sevilla,RRHH,1704,2025-06-01,True,Junior,6.02
2390,Marta,30,Alicante,Atención Cliente,5005,2024-12-11,True,Junior,9.76
2391,Jorge,60,Madrid,Marketing,3998,2022-07-29,True,SemiSenior,5.45
2392,Lucía,40,Bilbao,Logística,3551,2021-02-02,False,SemiSenior,3.48
2393,Sergio,57,Sevilla,Finanzas,2248,2023-07-01,False,SemiSenior,5.65
2394,Sergio,23,Barcelona,Ventas,1918,2021-04-02,True,Senior,0.28
2395,Laura,22,Valladolid,RRHH,3439,2022-09-06,False,SemiSenior,5.79
2396,Ana,56,Santander,Logística,2921,2023-09-20,False,Junior,9.02
2397,Nuria,46,Granada,Marketing,3764,2025-05-13,False,SemiSenior,0.04
2398,Raúl,25,Gijón,Operaciones,1993,2021-08-21,False,Junior,8.45
2399,Nuria,56,Valladolid,Atención Cliente,2311,2021-06-05,True,Junior,8.02
2400,Marta,22,Madrid,Operaciones,1741,2024-02-29,False,SemiSenior,1.06
2401,Patricia,47,Málaga,IT,3237,2020-01-14,False,Junior,8.47
2402,Alberto,26,Gijón,Marketing,2526,2023-03-18,False,Junior,7.64
2403,Alberto,21,Madrid,Marketing,2272,2024-03-24,True,Senior,4.91
2404,Fernando,52,Barcelona,Marketing,3838,2023-02-14,True,SemiSenior,2.45
2405,Ana,54,Gijón,Logística,3588,2022-03-05,False,Senior,2.88
2406,Raúl,22,Madrid,IT,2208,2024-09-11,True,Senior,6.12
2407,Noelia,22,Pamplona,Finanzas,4556,2022-02-07,False,Junior,2.46
2408,Sergio,44,Alicante,Logística,2849,2024-01-10,True,SemiSenior,3.25
2409,Laura,19,A Coruña,Logística,2838,2022-08-18,False,Junior,9.31
2410,Noelia,50,Valladolid,Finanzas,3494,2020-02-25,True,SemiSenior,7.29
2411,Ana,57,Barcelona,Logística,1867,2023-01-03,True,Junior,7.36
2412,Natalia,50,Zaragoza,RRHH,3216,2020-04-12,True,Junior,9.56
2413,Fernando,27,Gijón,Finanzas,3996,2025-04-11,False,Junior,0.06
2414,Marta,26,Santander,Finanzas,1817,2023-05-30,False,SemiSenior,2.44
2415,Andrés,47,Zaragoza,IT,3912,2022-02-09,False,Junior,6.58
2416,Sofía,20,Gijón,IT,1386,2022-10-03,False,SemiSenior,4.38
2417,Paula,41,Alicante,Logística,4097,2023-07-05,False,Senior,1.13
2418,Jorge,37,Madrid,Ventas,1370,2021-06-22,False,SemiSenior,7.81
2419,Laura,50,A Coruña,Marketing,2040,2021-08-19,False,SemiSenior,0.47
2420,Ricardo,26,A Coruña,Finanzas,2881,2022-05-16,False,Junior,5.44
2421,Sergio,50,Valladolid,Finanzas,4150,2021-06-19,False,Senior,5.62
2422,Adrián,48,Alicante,Finanzas,4650,2024-04-17,True,SemiSenior,6.36
2423,María,28,Santander,Logística,3451,2020-08-02,False,SemiSenior,3.16
2424,Carlos,33,Valladolid,Atención Cliente,1830,2024-09-07,True,Senior,0.24
2425,Andrés,20,Bilbao,Logística,3060,2021-12-22,True,Junior,8.89
2426,Carlos,37,Pamplona,Operaciones,4978,2023-03-07,False,SemiSenior,9.29
2427,Sergio,29,Pamplona,Logística,1633,2020-11-22,False,Junior,4.82
2428,Lucía,22,Granada,Finanzas,4635,2022-03-08,True,Junior,0.21
2429,Ana,42,A Coruña,Finanzas,3052,2024-04-11,True,Junior,5.81
2430,Patricia,42,Barcelona,Atención Cliente,1218,2021-07-14,False,SemiSenior,3.16
2431,Nuria,21,Zaragoza,Atención Cliente,4534,2020-09-30,True,Junior,1.82
2432,Sofía,25,Sevilla,IT,1328,2022-12-16,True,SemiSenior,1.69
2433,Andrés,21,Murcia,Logística,2974,2020-12-02,False,Senior,1.79
2434,Fernando,47,Gijón,Operaciones,2136,2021-10-13,False,Senior,3.31
2435,Fernando,32,Valencia,Logística,4003,2022-07-21,False,Junior,2.81
2436,Adrián,21,Pamplona,Operaciones,1469,2023-03-13,False,SemiSenior,8.36
2437,Carmen,26,Barcelona,Logística,1637,2023-08-16,True,Junior,4.95
2438,Ana,59,Barcelona,Marketing,3750,2023-11-01,True,SemiSenior,4.28
2439,Carmen,28,Pamplona,Ventas,5971,2024-10-13,False,Junior,1.46
2440,Laura,47,Barcelona,Ventas,1390,2020-05-16,False,SemiSenior,8.76
2441,Fernando,38,Alicante,Marketing,3412,2022-01-20,True,Junior,0.55
2442,Fernando,25,Alicante,Ventas,5053,2020-01-03,True,SemiSenior,2.4
2443,Pablo,31,Bilbao,RRHH,2595,2020-01-20,True,Junior,6.21
2444,Sergio,18,Madrid,Ventas,3566,2021-03-15,True,Junior,7.02
2445,Carlos,50,Bilbao,Ventas,5226,2023-05-23,True,SemiSenior,8.01
2446,Paula,32,Barcelona,Finanzas,4694,2025-01-25,True,Junior,4.1
2447,Alberto,39,Granada,Atención Cliente,2607,2024-05-20,False,SemiSenior,3.47
2448,Carmen,24,Santander,Ventas,4804,2023-08-30,True,SemiSenior,2.89
2449,Carmen,53,Pamplona,Finanzas,4444,2024-05-29,False,SemiSenior,5.68
2450,Jorge,27,Gijón,Operaciones,3632,2020-12-21,False,SemiSenior,3.49
2451,Carlos,42,Alicante,Operaciones,3317,2024-10-04,False,SemiSenior,3.28
2452,Hugo,55,Santander,IT,5642,2025-01-16,False,Senior,0.17
2453,Patricia,48,Alicante,Operaciones,5397,2020-07-15,True,Junior,9.48
2454,Irene,43,A Coruña,IT,5954,2022-08-30,True,SemiSenior,0.61
2455,Andrés,56,Pamplona,Ventas,4442,2024-09-14,False,SemiSenior,2.71
2456,Lucía,25,Bilbao,Marketing,2924,2022-09-12,True,Junior,9.21
2457,Lucía,59,Zaragoza,Atención Cliente,1726,2024-10-05,True,Junior,7.35
2458,Raúl,41,Santander,Ventas,1804,2025-04-20,True,Junior,5.78
2459,Fernando,35,Bilbao,Atención Cliente,5766,2022-09-09,False,SemiSenior,6.61
2460,Marta,28,Bilbao,Logística,2943,2020-05-03,True,Junior,0.97
2461,Marta,50,Sevilla,Logística,1730,2021-12-04,False,SemiSenior,8.09
2462,Ana,59,Bilbao,Marketing,2272,2021-03-21,True,SemiSenior,2.5
2463,Noelia,47,Valladolid,IT,1300,2022-09-08,False,SemiSenior,9.56
2464,Elena,19,Santander,Ventas,3749,2023-04-27,True,Junior,2.31
2465,Jorge,38,Sevilla,Atención Cliente,4037,2022-08-18,False,SemiSenior,6.25
2466,Laura,49,Granada,Ventas,3016,2021-02-08,False,SemiSenior,5.45
2467,Luis,35,Alicante,Operaciones,4772,2021-09-15,True,Junior,1.43
2468,Paula,51,Santander,Marketing,3506,2023-11-07,True,Junior,3.63
2469,Laura,48,Alicante,Atención Cliente,5808,2020-02-25,False,Junior,7.81
2470,Elena,20,Sevilla,Finanzas,4864,2021-03-19,False,Senior,2.13
2471,Miguel,41,Murcia,Finanzas,1561,2025-01-21,True,Junior,9.63
2472,Diego,25,Pamplona,Atención Cliente,2515,2020-07-24,True,Junior,2.95
2473,Irene,38,Santander,Logística,4821,2022-05-08,True,Junior,6.27
2474,Jorge,34,A Coruña,Marketing,3780,2021-03-04,True,Junior,6.19
2475,Luis,52,Pamplona,Finanzas,4816,2020-08-04,True,SemiSenior,4.71
2476,Fernando,55,Granada,Operaciones,2809,2022-05-25,True,SemiSenior,6.55
2477,Carlos,37,Madrid,Atención Cliente,1383,2022-12-15,True,SemiSenior,7.44
2478,Noelia,41,Santander,RRHH,4968,2020-12-30,False,Senior,6.19
2479,María,44,Sevilla,Marketing,4968,2020-06-10,False,Junior,5.6
2480,Miguel,46,Málaga,Atención Cliente,4270,2020-10-05,False,SemiSenior,6.07
2481,Adrián,45,Valencia,Logística,3141,2023-09-10,False,SemiSenior,4.02
2482,María,51,Granada,Finanzas,1240,2024-11-15,False,SemiSenior,0.71
2483,Andrés,60,Madrid,IT,4694,2021-01-08,True,Senior,1.6
2484,Patricia,53,A Coruña,Marketing,4368,2021-10-25,False,Junior,6.07
2485,Laura,23,Gijón,RRHH,4405,2021-12-12,True,SemiSenior,9.27
2486,Jorge,38,Alicante,Operaciones,2016,2022-01-16,False,SemiSenior,0.26
2487,Sofía,37,Bilbao,Operaciones,4710,2021-05-20,False,Junior,5.44
2488,Hugo,39,Santander,Atención Cliente,4678,2020-04-24,False,Senior,2.52
2489,Patricia,40,Málaga,IT,5316,2022-12-23,True,Junior,5.62
2490,Paula,48,Granada,RRHH,3923,2022-01-09,False,Junior,7.5
2491,Natalia,36,Murcia,Operaciones,4712,2021-12-09,True,SemiSenior,7.35
2492,Irene,29,Barcelona,Logística,3127,2021-07-02,True,SemiSenior,7.25
2493,Jorge,37,Madrid,Ventas,4544,2025-04-07,True,Senior,7.79
2494,Sofía,54,Sevilla,Logística,4532,2023-06-17,True,Senior,0.73
2495,Irene,31,Pamplona,IT,4942,2022-05-16,False,Junior,5.1
2496,Jorge,18,Pamplona,Ventas,5312,2021-03-01,True,SemiSenior,2.62
2497,Irene,59,Zaragoza,Atención Cliente,1215,2024-07-16,True,Senior,9.21
2498,Natalia,26,Pamplona,Atención Cliente,4938,2025-01-12,False,Junior,7.83
2499,Adrián,43,Madrid,Logística,5004,2020-03-07,False,SemiSenior,1.08
2500,Ana,52,Pamplona,Finanzas,3818,2025-04-08,True,Senior,2.43
2501,Nuria,29,Valencia,Finanzas,3694,2023-12-18,False,Junior,4.55
2502,Sofía,32,Madrid,Finanzas,4669,2020-07-25,False,Senior,9.63
2503,Luis,30,Alicante,Finanzas,3385,2024-04-08,False,SemiSenior,1.1
2504,Noelia,24,Málaga,Finanzas,3187,2020-08-10,False,Senior,5.68
2505,Fernando,24,Bilbao,Marketing,5056,2020-04-15,False,SemiSenior,3.41
2506,Patricia,26,Alicante,Atención Cliente,4988,2020-08-26,True,SemiSenior,6.46
2507,Pedro,37,Bilbao,Marketing,2193,2022-08-09,False,SemiSenior,6.49
2508,María,40,Alicante,Finanzas,5180,2023-07-06,True,Junior,2.41
2509,Miguel,18,Sevilla,Operaciones,2767,2022-04-23,False,SemiSenior,7.86
2510,Marta,54,Barcelona,Finanzas,1859,2020-09-09,True,Senior,0.91
2511,Carmen,47,Bilbao,Finanzas,5417,2021-02-16,True,Senior,8.18
2512,Irene,21,A Coruña,IT,2342,2024-10-30,False,Senior,2.12
2513,Pablo,54,Valencia,Marketing,2174,2025-06-15,False,SemiSenior,5.9
2514,Marta,19,Sevilla,RRHH,2496,2024-04-10,True,SemiSenior,3.47
2515,Fernando,42,Alicante,RRHH,3559,2020-08-02,True,SemiSenior,6.1
2516,Alberto,38,Murcia,Logística,1997,2024-08-24,True,SemiSenior,2.67
2517,Fernando,39,Zaragoza,Logística,1966,2023-12-03,False,SemiSenior,5.69
2518,Alberto,59,Valencia,Operaciones,3084,2022-12-24,True,Junior,0.08
2519,Miguel,57,Madrid,Marketing,2246,2020-10-23,True,Junior,3.74
2520,Fernando,29,Madrid,IT,2126,2025-08-25,False,SemiSenior,8.26
2521,Diego,42,Granada,Atención Cliente,5579,2022-07-05,True,Junior,4.63
2522,Ricardo,59,Barcelona,Logística,4059,2020-04-01,True,Junior,4.99
2523,Hugo,49,Valencia,RRHH,1266,2021-03-10,False,Junior,6.22
2524,Pablo,56,Santander,Atención Cliente,1687,2022-04-10,True,Senior,4.34
2525,Isabel,36,Málaga,Logística,5107,2020-05-09,False,Senior,8.67
2526,Pedro,30,Alicante,Finanzas,2495,2021-11-01,False,SemiSenior,4.03
2527,Miguel,39,Málaga,Ventas,1931,2022-08-27,True,Senior,9.43
2528,Andrés,53,Santander,IT,4395,2025-05-17,False,Senior,8.77
2529,Ana,57,Gijón,Atención Cliente,5223,2020-06-27,False,Junior,4.21
2530,María,47,Murcia,Finanzas,3113,2023-04-09,False,Junior,3.66
2531,Miguel,48,Granada,Ventas,4766,2025-03-10,False,Junior,6.77
2532,Nuria,40,Zaragoza,IT,3223,2024-07-26,True,Junior,7.55
2533,Fernando,31,Pamplona,Logística,1722,2025-03-29,True,SemiSenior,1.86
2534,Diego,36,Málaga,Marketing,5030,2020-12-18,False,Junior,2.41
2535,María,39,Gijón,Marketing,5611,2024-07-16,True,Senior,1.46
2536,Alberto,53,A Coruña,Operaciones,5926,2025-07-18,True,SemiSenior,7.61
2537,Luis,41,A Coruña,Marketing,1680,2021-11-05,False,Junior,7.14
2538,Patricia,52,Málaga,Logística,3912,2022-10-29,True,Senior,1.89
2539,Sergio,19,Gijón,Operaciones,4193,2023-01-03,False,Senior,5.37
2540,Adrián,50,Alicante,Marketing,1579,2022-10-18,False,SemiSenior,7.64
2541,Elena,39,Gijón,Marketing,5768,2021-08-22,False,SemiSenior,9.47
2542,Lucía,60,Gijón,Atención Cliente,1694,2025-07-02,True,Senior,1.79
2543,Elena,38,Sevilla,Finanzas,2490,2025-06-02,True,SemiSenior,3.04
2544,Irene,38,Santander,Logística,5849,2022-02-27,False,Senior,3.48
2545,Sofía,23,Gijón,Marketing,3869,2024-07-24,True,Junior,6.25
2546,Marta,52,Valencia,IT,4461,2022-04-02,False,SemiSenior,1.36
2547,Lucía,48,Pamplona,Logística,3570,2024-07-03,False,SemiSenior,1.93
2548,Luis,55,Murcia,Ventas,4812,2023-04-25,True,Junior,7.8
2549,Sofía,21,Bilbao,Atención Cliente,1591,2022-08-31,True,Junior,5.42
2550,Hugo,27,Valencia,Operaciones,4444,2020-09-22,False,Junior,1.6
2551,Isabel,55,Málaga,Ventas,1519,2023-09-17,True,Junior,3.88
2552,Paula,19,Madrid,Atención Cliente,2062,2021-10-26,False,Junior,1.34
2553,Ricardo,39,Granada,IT,3630,2021-03-24,False,SemiSenior,3.63
2554,Ricardo,35,Granada,RRHH,3352,2021-02-03,True,Senior,4.0
2555,Laura,58,Granada,Marketing,1932,2025-07-25,False,SemiSenior,1.12
2556,Fernando,54,Valladolid,Operaciones,5031,2020-08-01,True,SemiSenior,0.6
2557,Pedro,56,Málaga,Finanzas,2649,2024-07-10,True,Junior,8.82
2558,Carlos,30,Granada,Finanzas,5359,2024-11-27,False,Senior,8.88
2559,Fernando,43,Santander,RRHH,1271,2020-03-05,False,Junior,0.03
2560,Lucía,48,Barcelona,Operaciones,2339,2023-05-04,False,Junior,6.41
2561,Natalia,59,Málaga,Ventas,2625,2023-04-10,False,SemiSenior,0.94
2562,Pedro,18,Pamplona,Operaciones,4061,2022-01-12,False,Senior,8.1
2563,Irene,60,Gijón,IT,3125,2023-10-12,True,Senior,8.8
2564,Pedro,33,Pamplona,IT,1954,2022-04-25,True,SemiSenior,6.17
2565,María,23,Sevilla,Operaciones,3941,2022-06-29,True,SemiSenior,6.13
2566,Ricardo,44,Zaragoza,Ventas,5800,2022-06-12,True,SemiSenior,3.71
2567,Sofía,51,Barcelona,Atención Cliente,1841,2024-07-15,False,SemiSenior,2.49
2568,Paula,23,Gijón,Ventas,2410,2023-08-03,False,Junior,4.99
2569,Andrés,19,Murcia,Ventas,3497,2022-02-23,True,Junior,1.34
2570,Sofía,56,Valencia,Logística,4688,2025-04-02,False,Senior,6.72
2571,Hugo,58,Barcelona,Ventas,1855,2024-07-18,False,Senior,4.7
2572,Alberto,24,Alicante,Logística,2309,2025-04-14,False,Junior,1.78
2573,Carlos,56,Gijón,Marketing,2329,2024-02-21,True,Junior,5.88
2574,Alberto,57,Santander,Atención Cliente,4157,2022-03-21,False,Junior,7.95
2575,Noelia,60,Pamplona,Logística,1595,2024-05-18,False,SemiSenior,5.89
2576,Laura,27,Gijón,IT,4365,2021-11-12,True,Junior,5.3
2577,Miguel,42,Alicante,Marketing,3242,2021-07-14,True,SemiSenior,8.48
2578,Nuria,60,Gijón,Finanzas,2776,2022-07-22,True,Junior,0.11
2579,Diego,56,Pamplona,Atención Cliente,5339,2025-06-29,False,Junior,6.17
2580,Raúl,44,Zaragoza,Ventas,5131,2023-03-21,False,Junior,4.1
2581,Laura,26,Alicante,Ventas,5054,2022-03-05,False,SemiSenior,1.94
2582,Patricia,21,Gijón,Marketing,5450,2022-08-13,False,Junior,9.8
2583,Noelia,29,Barcelona,Ventas,2323,2021-08-25,True,SemiSenior,4.04
2584,María,20,Granada,Marketing,5305,2023-09-25,True,SemiSenior,3.35
2585,Diego,26,Málaga,Ventas,2044,2021-12-26,False,SemiSenior,1.69
2586,Hugo,21,Barcelona,Atención Cliente,2788,2023-02-21,False,Junior,9.98
2587,Sofía,50,Sevilla,Atención Cliente,3867,2022-02-04,False,SemiSenior,8.56
2588,Adrián,43,Barcelona,Ventas,4773,2021-10-25,True,Junior,0.7
2589,Sergio,40,Santander,Finanzas,3973,2025-07-01,True,SemiSenior,5.66
2590,Patricia,52,Alicante,Operaciones,3886,2021-12-16,True,SemiSenior,1.47
2591,María,35,Barcelona,Operaciones,3007,2020-05-25,True,Senior,7.16
2592,Miguel,35,A Coruña,Logística,4045,2022-02-22,True,Senior,4.84
2593,Fernando,26,A Coruña,Operaciones,3480,2023-01-06,False,SemiSenior,1.1
2594,Isabel,37,Murcia,Operaciones,3492,2020-07-14,False,Senior,5.57
2595,Patricia,25,A Coruña,IT,4012,2021-09-24,True,Junior,9.11
2596,Paula,43,Santander,IT,4081,2020-12-09,True,SemiSenior,3.41
2597,Laura,60,Murcia,Finanzas,2784,2022-11-02,True,Junior,0.51
2598,Alberto,40,A Coruña,Logística,1851,2024-02-05,False,Junior,9.45
2599,Hugo,30,Valladolid,RRHH,2638,2025-06-27,False,SemiSenior,1.42
2600,Irene,47,Málaga,Operaciones,3162,2022-03-16,True,SemiSenior,4.75
2601,Paula,53,Santander,Ventas,1972,2024-11-21,False,SemiSenior,5.45
2602,Adrián,38,Zaragoza,RRHH,2053,2021-03-20,True,Senior,2.37
2603,Ana,28,Alicante,Atención Cliente,5765,2024-06-03,True,SemiSenior,1.77
2604,Natalia,48,A Coruña,Operaciones,2544,2023-03-10,False,Senior,1.13
2605,Isabel,26,Granada,IT,4747,2024-04-18,True,Senior,0.7
2606,Luis,60,Alicante,Logística,1813,2024-04-12,True,Senior,5.08
2607,Diego,31,Alicante,Logística,5868,2023-01-07,False,Junior,8.42
2608,Miguel,33,Valladolid,RRHH,2220,2021-06-16,True,SemiSenior,1.27
2609,Isabel,49,A Coruña,Marketing,3090,2022-12-25,True,SemiSenior,7.01
2610,Pedro,18,Murcia,Finanzas,4954,2024-09-07,True,Senior,4.13
2611,Elena,26,Málaga,Atención Cliente,2167,2025-07-02,True,Junior,0.35
2612,Carlos,23,Granada,RRHH,3839,2025-04-03,False,Junior,5.36
2613,Ricardo,34,Santander,IT,4971,2021-01-10,True,Junior,2.52
2614,Andrés,41,Granada,IT,1313,2023-05-21,False,Junior,6.05
2615,Miguel,25,Alicante,Atención Cliente,1321,2020-08-04,False,Senior,3.49
2616,Noelia,32,Gijón,Atención Cliente,4985,2023-10-16,True,Junior,6.66
2617,Irene,51,Málaga,Atención Cliente,2461,2025-08-16,True,Junior,9.19
2618,Jorge,58,Madrid,Ventas,5566,2020-04-18,True,SemiSenior,2.45
2619,Pablo,18,Málaga,Ventas,5652,2023-09-21,True,SemiSenior,9.4
2620,Lucía,44,Alicante,RRHH,5426,2025-05-11,True,Junior,2.04
2621,Ana,19,Gijón,Ventas,5985,2024-10-19,False,SemiSenior,0.71
2622,Luis,40,Murcia,RRHH,5151,2022-03-23,True,SemiSenior,1.93
2623,Sofía,55,Alicante,Finanzas,3041,2020-08-03,False,Senior,8.15
2624,Marta,52,Barcelona,Marketing,5963,2025-03-27,False,SemiSenior,6.78
2625,Sofía,28,A Coruña,IT,2860,2025-03-22,False,Senior,9.71
2626,Alberto,29,Granada,RRHH,4015,2023-04-13,True,Junior,7.1
